letter,language,coverage,title,id,file
A,"Apurinã",New Testament,"Teoso sãkire amaneri",apuNT,A/Apurinã/New Testament — Teoso sãkire amaneri.html
C,"Czech",New Testament,"Nova Bible Kralicka",cesnkb,C/Czech/New Testament — Nova Bible Kralicka.html
G,"Gourmanchéma",New Testament,"Bible Gourma",gux,G/Gourmanchéma/New Testament — Bible Gourma.html
H,"Huichol",New Testament,"Cacaüyari niuquieya xapayari türatu hecuame hepaüsita tatiʼaitüvame tasivicueisitüvame Quesusi Cürisitu miʼatüa",hchNT,H/Huichol/New Testament — Cacaüyari niuquieya xapayari türatu hecuame hepaüsita tatiʼaitüvame tasivicueisitüvame Quesusi Cürisitu miʼatüa.html
H,"Hwana",New Testament,"Hona Bible",hwo,H/Hwana/New Testament — Hona Bible.html
I,"Isanzu",New Testament,"Isanzu Bible",isn,I/Isanzu/New Testament — Isanzu Bible.html
K,"K'iche'",New Testament,"Ru Loqꞌ Pixabꞌ Ri Dios",qucNNT,K/K'iche'/New Testament — Ru Loqꞌ Pixabꞌ Ri Dios.html
K,"K'iche'",New Testament,"Ru Lokꞌ Pixab Ri Dios",qucTNT,K/K'iche'/New Testament — Ru Lokꞌ Pixab Ri Dios.html
M,"Miniafia",New Testament,"TUR GEWASIN O BAIBASIT BOUBUN",aai,M/Miniafia/New Testament — TUR GEWASIN O BAIBASIT BOUBUN.html
M,"Mixtec, Magdalena Peñasco",New Testament,"Tnu'u vii tnu'u va'a Su'si ma",xtmNTpp,M/Mixtec, Magdalena Peñasco/New Testament — Tnu'u vii tnu'u va'a Su'si ma.html
P,"Popoloca, San Juan Atzingo",New Testament,"Tí Nuevo Testamento cuènte Inchéni Jesucristo Cʼóna Nquìva",poeNT,P/Popoloca, San Juan Atzingo/New Testament — Tí Nuevo Testamento cuènte Inchéni Jesucristo Cʼóna Nquìva.html
P,"Popoluca, Highland",New Testament,"Jém jomipɨc trato jém iwatnewɨɨp tánomi Jesucristo",poiNT,P/Popoluca, Highland/New Testament — Jém jomipɨc trato jém iwatnewɨɨp tánomi Jesucristo.html
S,"Sea Island Creole English",New Testament,"De Nyew Testament",gulNT,S/Sea Island Creole English/New Testament — De Nyew Testament.html
S,"Slovak",New Testament,"Biblica® Nádej pre každého, verejne dostupné",slk,S/Slovak/New Testament — Biblica® Nádej pre každého, verejne dostupné.html
T,"Totonac, Upper Necaxa",New Testament,"Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo)",tkuNT,T/Totonac, Upper Necaxa/New Testament — Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo).html
T,"Totonac, Xicotepec De Juárez",New Testament,"Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo",tooNT,T/Totonac, Xicotepec De Juárez/New Testament — Huan Xasāstiʼ testamento Huan xatzey tachihuīn ixpālacata Jesucristo.html
W,"Waima",New Testament,"'Abi'uai Apa'uana Mahamahana",rro,W/Waima/New Testament — 'Abi'uai Apa'uana Mahamahana.html
Y,"Yaouré",New Testament,"Bali -le 'fluba 'trɛ Zozi blamin pli Bali man 'e 'pee",yreNT,Y/Yaouré/New Testament — Bali -le 'fluba 'trɛ Zozi blamin pli Bali man 'e 'pee.html
Z,"Zapotec, Lachixío",New Testament,"Stichia' Diose dialu",zplNT,Z/Zapotec, Lachixío/New Testament — Stichia' Diose dialu.html
A,"Apache, Western",New Testament,"The New Testament of our Lord and Saviour Jesus Christ",apwNT,A/Apache, Western/New Testament — The New Testament of our Lord and Saviour Jesus Christ.html
B,"Bedjond",New Testament,"KƗLӘ-MƗNDƗ KƗ SƗGƗ",bjvNT,B/Bedjond/New Testament — KƗLӘ-MƗNDƗ KƗ SƗGƗ.html
B,"Bu",New Testament,"Bu New Testament",jid,B/Bu/New Testament — Bu New Testament.html
E,"English",New Testament,"English Majority Text Version",engemtv,E/English/New Testament — English Majority Text Version.html
E,"English",New Testament,"Text-Critical English New Testament",engtcent,E/English/New Testament — Text-Critical English New Testament.html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grcf35,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grcf35).html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grctcgnt,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grctcgnt).html
K,"Kara",New Testament,"Kara Bible",reg,K/Kara/New Testament — Kara Bible.html
M,"Manam",New Testament,"Testamen Oauoau",mva,M/Manam/New Testament — Testamen Oauoau.html
M,"Mixtec, Atatláhuca",New Testament,"Nuevo Testamento en mixteco",mibNT,M/Mixtec, Atatláhuca/New Testament — Nuevo Testamento en mixteco.html
P,"Pahari, Mahasu",New Testament,"बघल्याणी नवां विधान",bfz,P/Pahari, Mahasu/New Testament — बघल्याणी नवां विधान.html
W,"Waorani",New Testament,"Wængonguï nänö Apæ̈negaïnö",aucNT,W/Waorani/New Testament — Wængonguï nänö Apæ̈negaïnö.html
Y,"Yine",New Testament,"Gerotu Tokanchi Gipiratkaluru",pibNT,Y/Yine/New Testament — Gerotu Tokanchi Gipiratkaluru.html
Z,"Zapotec, Cajonos",New Testament,"Dillꞌ wen dillꞌ   Kob C̱he   Jesucrístonaꞌ",zadNT,Z/Zapotec, Cajonos/New Testament — Dillꞌ wen dillꞌ Kob C̱he Jesucrístonaꞌ.html
Z,"Zoque, Francisco León",New Testament,"Jomepø Testamento",zosNT,Z/Zoque, Francisco León/New Testament — Jomepø Testamento.html
E,"English",New Testament,"The New Testament with Commentary",engf35,E/English/New Testament — The New Testament with Commentary.html
G,"Gayil",New Testament,"ክለ ጫቃ",gyl,G/Gayil/New Testament — ክለ ጫቃ.html
K,"Kaqchikel",New Testament,"Ri utzilaj rutzij ri Dios pa kachʼabel",cakNT,K/Kaqchikel/New Testament — Ri utzilaj rutzij ri Dios pa kachʼabel.html
V,"Vwanji",New Testament,"Vwanji Bible",wbi,V/Vwanji/New Testament — Vwanji Bible.html
W,"Warwar Feni",New Testament,"Konona Sunwar lo Yesus Kristus",hrw,W/Warwar Feni/New Testament — Konona Sunwar lo Yesus Kristus.html
Z,"Zapotec, San Juan Guelavía",New Testament,"Xtiidx Dios cun ditsa",zabNT,Z/Zapotec, San Juan Guelavía/New Testament — Xtiidx Dios cun ditsa.html
Z,"Zapotec, Santa María Quiegolani",New Testament,"Xdiiz Dëdyuzh kon disa",zapNT,Z/Zapotec, Santa María Quiegolani/New Testament — Xdiiz Dëdyuzh kon disa.html
J,"Janji",New Testament,"Janji Bible",jni,J/Janji/New Testament — Janji Bible.html
K,"Keapara",New Testament,"VEKAPAWAI VALIGUNA",khz,K/Keapara/New Testament — VEKAPAWAI VALIGUNA.html
N,"Naga, Kharam",New Testament,"The New Testament in Kharam",kfw,N/Naga, Kharam/New Testament — The New Testament in Kharam.html
N,"Nahuatl, Huasteca Oriental",New Testament,"Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de la Huasteca Oriental",nheNT,N/Nahuatl, Huasteca Oriental/New Testament — Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de .html
C,"Cung",New Testament,"Kiŋwakti ki Nyɔ Miŋkaiŋ Mifiaŋ",cug,C/Cung/New Testament — Kiŋwakti ki Nyɔ Miŋkaiŋ Mifiaŋ.html
M,"Mixe, Totontepec",New Testament,"Ya̱ʼa̱ tseʼe je̱ nam ko̱jtstán juuʼ veʼe je̱ Nteʼyamˍ xyaktaajnjimdu je̱ nMa̱j Vintsá̱namda Jesucristo ka̱jx",mtoNT,M/Mixe, Totontepec/New Testament — Ya̱ʼa̱ tseʼe je̱ nam ko̱jtstán juuʼ veʼe je̱ Nteʼyamˍ xyaktaajnjimdu je̱ nMa̱j Vintsá̱namda Jesucristo ka̱jx.html
N,"Nahuatl, Northern Oaxaca",New Testament,"Itlajtol totajtzin Dios = El Nuevo Testamento",nhyNT,N/Nahuatl, Northern Oaxaca/New Testament — Itlajtol totajtzin Dios = El Nuevo Testamento.html
N,"Ncane",New Testament,"Nchane (Ncane)",ncr,N/Ncane/New Testament — Nchane (Ncane).html
N,"Noone",New Testament,"Ŋwa' Nyo' Moŋkan mo Monfɛm",nhuNT,N/Noone/New Testament — Ŋwa' Nyo' Moŋkan mo Monfɛm.html
O,"Otomi, Mezquital",New Testament,"Ra 'Ra'yo Testamento",oteNT,O/Otomi, Mezquital/New Testament — Ra 'Ra'yo Testamento.html
S,"Sari",New Testament,"Sari",asj,S/Sari/New Testament — Sari.html
B,"Baiso",New Testament,"አማቶ ኦኡሱብ",bswe,B/Baiso/New Testament — አማቶ ኦኡሱብ.html
B,"Bekwel",New Testament,"Bekwel",bkw,B/Bekwel/New Testament — Bekwel.html
C,"Chin, Zyphe",New Testament,"Biahrai Tha, Zyphe rei",zypNT,C/Chin, Zyphe/New Testament — Biahrai Tha, Zyphe rei.html
K,"Kaqchikel",New Testament,"Re C'ac'a Testamento pa Kach'abal",cakYNT,K/Kaqchikel/New Testament — Re C'ac'a Testamento pa Kach'abal.html
S,"Sinaugoro",New Testament,"GINITAḠO VARIḠUNA",snc,S/Sinaugoro/New Testament — GINITAḠO VARIḠUNA.html
V,"Vaghri",New Testament,"పవిత్ర్ బైబిల్‍",vgr,V/Vaghri/New Testament — పవిత్ర్ బైబిల్‍.html
C,"Chinantec, Lalana",New Testament,"Júu² 'mɨɨn³² 'e³ ca²³ŋɨń² Dios",cnlNT,C/Chinantec, Lalana/New Testament — Júu² 'mɨɨn³² 'e³ ca²³ŋɨń² Dios.html
C,"Chinantec, Usila",New Testament,"Jau²³ hm²³ i⁴ra³tya²³ nei² quieh¹ re¹ Jesucristo quian⁴-¹",cucNT,C/Chinantec, Usila/New Testament — Jau²³ hm²³ i⁴ra³tya²³ nei² quieh¹ re¹ Jesucristo quian⁴-¹.html
F,"Fulfulde, Western Niger",New Testament,"Fulfulfe Burkina, Dewtere Laamɗo Amaana Keso",fuhbkf,F/Fulfulde, Western Niger/New Testament — Fulfulfe Burkina, Dewtere Laamɗo Amaana Keso.html
H,"Hdi",New Testament,"Deftera Lfiɗa Dzratawi",xed,H/Hdi/New Testament — Deftera Lfiɗa Dzratawi.html
H,"Huastec",New Testament,"An it jilchith cau cʼal i Ajatic Jesucristo",husNT1971,H/Huastec/New Testament — An it jilchith cau cʼal i Ajatic Jesucristo.html
I,"Ivbie North-Okpela-Arhe",New Testament,"Ebe-No-Pfuasẹ Ishobọ Onogbọ",atgNT,I/Ivbie North-Okpela-Arhe/New Testament — Ebe-No-Pfuasẹ Ishobọ Onogbọ.html
K,"Kaqchikel",New Testament,"Ri C'ac'a Trato ri Xuben ri Dios Quiq'uin ri Vinek",cakCNT,K/Kaqchikel/New Testament — Ri C'ac'a Trato ri Xuben ri Dios Quiq'uin ri Vinek.html
K,"Kaqchikel",New Testament,"RI DIOS NCH'O PA KACH'ABÜL CHEKE",cakENT,K/Kaqchikel/New Testament — RI DIOS NCH'O PA KACH'ABÜL CHEKE.html
M,"Merey",New Testament,"Dzam Weɗeye",meq,M/Merey/New Testament — Dzam Weɗeye.html
Q,"Quechua, North Junín",New Testament,"Tayta Diospa Guepacag Testamentun",qvnNT,Q/Quechua, North Junín/New Testament — Tayta Diospa Guepacag Testamentun.html
T,"Tepehua, Huehuetla",New Testament,"Ixchivinti Dios",teeNT,T/Tepehua, Huehuetla/New Testament — Ixchivinti Dios.html
Z,"Zapotec, Ocotlán",New Testament,"Dizaʼquë shtë Dios con dizë",zacNT,Z/Zapotec, Ocotlán/New Testament — Dizaʼquë shtë Dios con dizë.html
B,"Borna",New Testament,"Handr Taara",bwo,B/Borna/New Testament — Handr Taara.html
C,"Carrier, Southern",New Testament,"Yakʼusda bughunek: k’andit khunek neba lhaidinla",cafNT,C/Carrier, Southern/New Testament — Yakʼusda bughunek k’andit khunek neba lhaidinla.html
C,"Chinantec, Tepetotutla",New Testament,"Jag₁ ʼmɨ́₂ a₂ma₂lɨʼ₅₄ quianʼ₅₄ Diu₄",cntNT,C/Chinantec, Tepetotutla/New Testament — Jag₁ ʼmɨ́₂ a₂ma₂lɨʼ₅₄ quianʼ₅₄ Diu₄.html
F,"Faiwol",New Testament,"GOT WENG ABEM Alokso Abino Kalin",fai,F/Faiwol/New Testament — GOT WENG ABEM Alokso Abino Kalin.html
G,"Ghanongga",New Testament,"Kubokota Adapt New Testament",ghn,G/Ghanongga/New Testament — Kubokota Adapt New Testament.html
K,"Kenyang",New Testament,"Ɛkáti Nku Nkɔ",kenNT,K/Kenyang/New Testament — Ɛkáti Nku Nkɔ.html
M,"Mazatec, San Jerónimo Tecóatl",New Testament,"Mazatec, San Jerónimo Tecóatl",maaNT,M/Mazatec, San Jerónimo Tecóatl/New Testament — Mazatec, San Jerónimo Tecóatl.html
Z,"Zapotec, Santo Domingo Albarradas",New Testament,"Xtiidx Dios",zasNT,Z/Zapotec, Santo Domingo Albarradas/New Testament — Xtiidx Dios.html
Z,"Zapotec, Texmelucan",New Testament,"De riidz ni trat cub nu bicy nu Ñgyoozh mbecy: Salmos; Proverbios",zpzNTpp,Z/Zapotec, Texmelucan/New Testament — De riidz ni trat cub nu bicy nu Ñgyoozh mbecy Salmos; Proverbios.html
A,"Amuzgo, Guerrero",New Testament,"Ñʼoom xco na tqueⁿ tyʼo̱o̱tsʼom cantxja ʼnaaʼ Jesucristo",amuNT,A/Amuzgo, Guerrero/New Testament — Ñʼoom xco na tqueⁿ tyʼo̱o̱tsʼom cantxja ʼnaaʼ Jesucristo.html
G,"Garifuna",New Testament,"Lerérun Búngiu To Lánina Iséri Darádu",cabNT,G/Garifuna/New Testament — Lerérun Búngiu To Lánina Iséri Darádu.html
H,"Hrvatski",New Testament,"Biblica® Open Knjiga O Kristu",hrvbib,H/Hrvatski/New Testament — Biblica® Open Knjiga O Kristu.html
N,"Nahuatl, Highland Puebla",New Testament,"In cuali tajtoltzin de Dios",azzNT,N/Nahuatl, Highland Puebla/New Testament — In cuali tajtoltzin de Dios.html
P,"Popoloca, San Marcos Tlalcoyalco",New Testament,"Tti jian joajné Jesucristo",plsNT,P/Popoloca, San Marcos Tlalcoyalco/New Testament — Tti jian joajné Jesucristo.html
Q,"Quechua, Northern Conchucos Ancash",New Testament,"Señor Jesucristopa alli willacuynin",qxnNT,Q/Quechua, Northern Conchucos Ancash/New Testament — Señor Jesucristopa alli willacuynin.html
Y,"Yaka",New Testament,"New Testament in the Yaka language (Congo-Brazzaville)",iyx,Y/Yaka/New Testament — New Testament in the Yaka language (Congo-Brazzaville).html
Z,"Zapotec, Coatecas Altas",New Testament,"Widi'zh che'n Jesukrist kwa'n kinu yalnaban",zcaNT,Z/Zapotec, Coatecas Altas/New Testament — Widi'zh che'n Jesukrist kwa'n kinu yalnaban.html
B,"Bontok, Eastern",New Testament,"Nan kalen apo Dios (Nan fiarú ay turag)",ebk,B/Bontok, Eastern/New Testament — Nan kalen apo Dios (Nan fiarú ay turag).html
B,"Buang",New Testament,"Ġaġek Mewis",bzh,B/Buang/New Testament — Ġaġek Mewis.html
C,"Coptic",New Testament,"Sahidica - طبعة جديدة من العهد الجديد باللغة القبطية الصعيدية",copshc,C/Coptic/New Testament — Sahidica - طبعة جديدة من العهد الجديد باللغة القبطية الصعيدية.html
G,"Gowli",New Testament,"ದೆವಾಚಿ ಖರಿ ಕಬರ್",gok,G/Gowli/New Testament — ದೆವಾಚಿ ಖರಿ ಕಬರ್.html
M,"Miyobe",New Testament,"Nkomine Fal Ritɛlɛ́",soy,M/Miyobe/New Testament — Nkomine Fal Ritɛlɛ́.html
A,"Agutaynen",New Testament,"ANG BITALA TANG DIOS: Ba-long Inigoan",agn,A/Agutaynen/New Testament — ANG BITALA TANG DIOS Ba-long Inigoan.html
N,"Ngangam",New Testament,"Uwien ya Jɔtiefɛ̀nku ya gbɔnku",gngNT,N/Ngangam/New Testament — Uwien ya Jɔtiefɛ̀nku ya gbɔnku.html
P,"Palikúr",New Testament,"Uhokri Gannasan",plu,P/Palikúr/New Testament — Uhokri Gannasan.html
Z,"Zapotec, Chichicapan",New Testament,"Xchiʼdxyi cuubi dxiohs nin bieʼgaluuʼyi daada Jesucristu (El Nuevo Testamento en el zapoteco de Chichicapan y en español)",zpvNT,Z/Zapotec, Chichicapan/New Testament — Xchiʼdxyi cuubi dxiohs nin bieʼgaluuʼyi daada Jesucristu (El Nuevo Testamento en el zapoteco de Chichicapan y en español.html
Z,"Zapotec, Miahuatlán",New Testament,"Testament cub coʼ nac diʼs ndac cheʼn Tad Jesucrist",zamNT,Z/Zapotec, Miahuatlán/New Testament — Testament cub coʼ nac diʼs ndac cheʼn Tad Jesucrist.html
Z,"Zinza",New Testament,"Endagano Eénsha omu Chiziinza",zin,Z/Zinza/New Testament — Endagano Eénsha omu Chiziinza.html
B,"Blaan, Koronadal",New Testament,"I Falami Kasafnè (New Testament)",bpr,B/Blaan, Koronadal/New Testament — I Falami Kasafnè (New Testament).html
C,"Chavacano",New Testament,"El Nuevo Testamento",cbk,C/Chavacano/New Testament — El Nuevo Testamento.html
D,"Denya",New Testament,"Ŋwɛ menomenyɛɛ́ mekɛ́",anvNT,D/Denya/New Testament — Ŋwɛ menomenyɛɛ́ mekɛ́.html
G,"Gourmanchéma",New Testament,"Bible Gourmantche",guxg,G/Gourmanchéma/New Testament — Bible Gourmantche.html
M,"Mazatec, Chiquihuitlán",New Testament,"Compromisu xi majo xi casahmi nina cojo xuta (El Nuevo Testamento en el mazateco de Chiquihuitlán de Juárez ... y en español)",maqNT,M/Mazatec, Chiquihuitlán/New Testament — Compromisu xi majo xi casahmi nina cojo xuta (El Nuevo Testamento en el mazateco de Chiquihuitlán de Juárez ... y en esp.html
N,"Ndengereko",New Testament,"Ndengereko Bible",ndg,N/Ndengereko/New Testament — Ndengereko Bible.html
Z,"Zapotec, Ozolotepec",New Testament,"Diiz kuu ndyaadno yalnaban",zaoNT,Z/Zapotec, Ozolotepec/New Testament — Diiz kuu ndyaadno yalnaban.html
H,"Huastec",New Testament,"Nin tének káwintal an okˀóxláb",husNT2005,H/Huastec/New Testament — Nin tének káwintal an okˀóxláb.html
K,"Kisi",New Testament,"Kisi Bible",kiz,K/Kisi/New Testament — Kisi Bible.html
M,"Male",New Testament,"Maale New Testament",mdybse,M/Male/New Testament — Maale New Testament.html
M,"Mam",New Testament,"Acʼaj testamento (El Nuevo testamento in Mam de Todos Santos)",mamNT,M/Mam/New Testament — Acʼaj testamento (El Nuevo testamento in Mam de Todos Santos).html
P,"Pular",New Testament,"Version Pular Fuuta-Jallon",fuf,P/Pular/New Testament — Version Pular Fuuta-Jallon.html
T,"Tzotzil",New Testament,"TI ACHꞌ REXTOMENTO YUꞌUN TI JESUCRISTOE",tzotzc,T/Tzotzil/New Testament — TI ACHꞌ REXTOMENTO YUꞌUN TI JESUCRISTOE.html
C,"Chiquitano",New Testament,"Manitanati Tuparrü",caxNT,C/Chiquitano/New Testament — Manitanati Tuparrü.html
C,"Chol",New Testament,"I T’an Dios",ctuBl,C/Chol/New Testament — I T’an Dios.html
N,"Nederlands",New Testament,"Gods Boek",nldgbv,N/Nederlands/New Testament — Gods Boek.html
O,"Ono",New Testament,"Waom Yesu Wane Sigi Maep Don",ons,O/Ono/New Testament — Waom Yesu Wane Sigi Maep Don.html
P,"Paranan",New Testament,"En Maganda A Bareta Biblia",prfNT,P/Paranan/New Testament — En Maganda A Bareta Biblia.html
S,"Suba",New Testament,"Endagano Empia",sxbNT,S/Suba/New Testament — Endagano Empia.html
A,"Ayta, Mag-antsi",New Testament,"Ya habi ni apo namalyari: Bayon tsipan - Ayta Mag-antsi",sgb,A/Ayta, Mag-antsi/New Testament — Ya habi ni apo namalyari Bayon tsipan - Ayta Mag-antsi.html
C,"Chontal, Tabasco",New Testament,"U Chʼuʼul Tʼan Dios",chfNT,C/Chontal, Tabasco/New Testament — U Chʼuʼul Tʼan Dios.html
D,"Danu",New Testament,"ဓမ္မသစ်ကျမ်း ဓနုဘာသာစကား",dnv,D/Danu/New Testament — ဓမ္မသစ်ကျမ်း ဓနုဘာသာစကား.html
M,"Marik",New Testament,"Mata Ifenẽya Nẽ Od",dad,M/Marik/New Testament — Mata Ifenẽya Nẽ Od.html
S,"Sranan",New Testament,"Nyun Testamenti",srnNT,S/Sranan/New Testament — Nyun Testamenti.html
W,"Wuvalu-Aua",New Testament,"Wuvulu Manufau Fi'ugaia",wuv,W/Wuvalu-Aua/New Testament — Wuvulu Manufau Fi'ugaia.html
A,"Akawaio",New Testament,"Wakʉ Itekare: Emenna' Pe Ekonekan Nɨto'",akeNT,A/Akawaio/New Testament — Wakʉ Itekare Emenna' Pe Ekonekan Nɨto'.html
A,"Amuzgo, San Pedro Amuzgos",New Testament,"Jnʼoon xco na tquen tyoʼtsʼon",azgNT,A/Amuzgo, San Pedro Amuzgos/New Testament — Jnʼoon xco na tquen tyoʼtsʼon.html
D,"Duya",New Testament,"Ibibemuwe-Num Iyiki Ifa Ru Dũya",ldb,D/Duya/New Testament — Ibibemuwe-Num Iyiki Ifa Ru Dũya.html
I,"Inga",New Testament,"Kaipimi Taita Dius Rimaku",inb,I/Inga/New Testament — Kaipimi Taita Dius Rimaku.html
M,"Mandara",New Testament,"Mi Namani Tino",tbf,M/Mandara/New Testament — Mi Namani Tino.html
R,"Rakhine",New Testament,"ဓမ္မသစ်ကျမ်း ရခိုင်ဘာသာစကား",rki,R/Rakhine/New Testament — ဓမ္မသစ်ကျမ်း ရခိုင်ဘာသာစကား.html
W,"Waimaha",New Testament,"U̶mʉreco pacʉ wederique",baoNT,W/Waimaha/New Testament — U̶mʉreco pacʉ wederique.html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grc-tisch,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grc-tisch).html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grcsbl,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grcsbl).html
J,"Japanese",New Testament,"新改訳新約聖書(1965年版)",jpn1965,J/Japanese/New Testament — 新改訳新約聖書(1965年版).html
K,"Konai",New Testament,"Konai",kxw,K/Konai/New Testament — Konai.html
K,"Kwanga",New Testament,"Kwanga New Testament",kwj,K/Kwanga/New Testament — Kwanga New Testament.html
N,"Notsi",New Testament,"Inesaait Mamainaang Laa Sin Notsi",ncf,N/Notsi/New Testament — Inesaait Mamainaang Laa Sin Notsi.html
O,"Otomi, Tenango",New Testament,"Ja ua ra̱ ʼdaʼyo cohi bi gomi̱ Oja̱ yø ja̱ʼi̱",otnNT,O/Otomi, Tenango/New Testament — Ja ua ra̱ ʼdaʼyo cohi bi gomi̱ Oja̱ yø ja̱ʼi̱.html
A,"Awa",New Testament,"Manikáne O Ehwehne",awb,A/Awa/New Testament — Manikáne O Ehwehne.html
B,"Bhadrawahi",New Testament,"भड्लाई बाइबिल",bhd,B/Bhadrawahi/New Testament — भड्लाई बाइबिल.html
M,"Mape",New Testament,"Maŋkekerisiere Biŋe Quraŋ Jojofo Gariine",mlh,M/Mape/New Testament — Maŋkekerisiere Biŋe Quraŋ Jojofo Gariine.html
M,"Mauwake",New Testament,"YEESUS OPOR ELIWA",mhl,M/Mauwake/New Testament — YEESUS OPOR ELIWA.html
M,"Melo",New Testament,"ኦሮꬅ ጫቆ",mfxe,M/Melo/New Testament — ኦሮꬅ ጫቆ.html
M,"Melo",New Testament,"Oroth Caaqo",mfxl,M/Melo/New Testament — Oroth Caaqo.html
S,"Seimat",New Testament,"KAKAI HAEU",ssg,S/Seimat/New Testament — KAKAI HAEU.html
U,"Ura",New Testament,"Ama Iaräs Na Ngät Ama Rharesbane",uro,U/Ura/New Testament — Ama Iaräs Na Ngät Ama Rharesbane.html
F,"Fulfulde, Maasina",New Testament,"Aadi keyri: linjiila iisaa almasiihu",ffm,F/Fulfulde, Maasina/New Testament — Aadi keyri linjiila iisaa almasiihu.html
M,"Muyang",New Testament,"Ma Mʉweni Sulumani ge Melefit",muy,M/Muyang/New Testament — Ma Mʉweni Sulumani ge Melefit.html
T,"Tagakaulo",New Testament,"Tagakaulo New Testament",klg,T/Tagakaulo/New Testament — Tagakaulo New Testament.html
U,"Uare",New Testament,"Buka Zaḡoḡa Ḡoitore Iziga",ksj,U/Uare/New Testament — Buka Zaḡoḡa Ḡoitore Iziga.html
U,"Urim",New Testament,"Kla Weten A Maur Wailen Lam",urim,U/Urim/New Testament — Kla Weten A Maur Wailen Lam.html
Z,"Zaiwa",New Testament,"Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa",atbNT,Z/Zaiwa/New Testament — Chyoiyúng chyumlaiká dangshikaq asik; Zaiwa.html
Z,"Zanaki",New Testament,"Eriiragano Eriihya",zak,Z/Zanaki/New Testament — Eriiragano Eriihya.html
Z,"Zapotec, Amatlán",New Testament,"Wdizh kwaan nyaadno yalnaban",zpoNT,Z/Zapotec, Amatlán/New Testament — Wdizh kwaan nyaadno yalnaban.html
K,"Kenga",New Testament,"Kitapm kɛn Raa dɔɔko kiji ute jeege",kyq,K/Kenga/New Testament — Kitapm kɛn Raa dɔɔko kiji ute jeege.html
V,"Vaagri Booli",New Testament,"ದೇವ್ನಿ ಖ್ಹಾಚಿ ವಚನ್",vaa,V/Vaagri Booli/New Testament — ದೇವ್ನಿ ಖ್ಹಾಚಿ ವಚನ್.html
Y,"Yaqui",New Testament,"Yoʼowe Jesukrijtota itom yaʼariakaʼu betchiʼbo juʼu bemelaka liojta betana lutuʼuria yaʼari (El Nuevo Testamento en yaqui)",yaqNT,Y/Yaqui/New Testament — Yoʼowe Jesukrijtota itom yaʼariakaʼu betchiʼbo juʼu bemelaka liojta betana lutuʼuria yaʼari (El Nuevo Testamento en yaqu.html
C,"Chol",New Testament,"Jini wen bʌ tʼan",ctu76,C/Chol/New Testament — Jini wen bʌ tʼan.html
N,"Nahuatl, Michoacán",New Testament,"Ilajtulisli Yancuic toTata Jesucristo",nclNT,N/Nahuatl, Michoacán/New Testament — Ilajtulisli Yancuic toTata Jesucristo.html
A,"Abau",New Testament,"God so Sokior-ok Iwon",aau,A/Abau/New Testament — God so Sokior-ok Iwon.html
K,"Kolami, Southeastern",New Testament,"కొత్త కరార్",nit,K/Kolami, Southeastern/New Testament — కొత్త కరార్.html
K,"Kuna, Border",New Testament,"Pab tummad karta pab Jesucristobal igal-pin mezhijad",kvnNT,K/Kuna, Border/New Testament — Pab tummad karta pab Jesucristobal igal-pin mezhijad.html
M,"Mengen",New Testament,"Piunga Ba Bonga A Pau",mee,M/Mengen/New Testament — Piunga Ba Bonga A Pau.html
N,"Naro",New Testament,"Ka̱bas Qae-xg'ae sa",nhr,N/Naro/New Testament — Ka̱bas Qae-xg'ae sa.html
E,"Ese or Managalasi",New Testament,"Godoni Vu'a Maiu'ina",mcq,E/Ese or Managalasi/New Testament — Godoni Vu'a Maiu'ina.html
F,"Fanamaket",New Testament,"Fanamaket Baibel",bjp,F/Fanamaket/New Testament — Fanamaket Baibel.html
M,"Maiwa",New Testament,"GAE MATAIWA",mti,M/Maiwa/New Testament — GAE MATAIWA.html
M,"Manobo, Obo",New Testament,"Moppiyon Dinoggan, Moka-atag ki Disas Krays",oboNT,M/Manobo, Obo/New Testament — Moppiyon Dinoggan, Moka-atag ki Disas Krays.html
N,"Nahuatl, Guerrero",New Testament,"In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo",nguNT,N/Nahuatl, Guerrero/New Testament — In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo.html
